"","mean","std","mode","std/mean","max","min","attack","file"
"1056",83.48,0.657267069006201,83,0.00787334773605895,84.2,83,2,"bis_limpio_26-05_g.csv"
"1057",82.72,1.77397857935207,83,0.0214455824389757,85.3,80.5,2,"bis_limpio_26-05_g.csv"
"1058",88.38,1.95371441106422,89.7,0.022105843076083,90.1,86.2,2,"bis_limpio_26-05_g.csv"
"1059",88.1,0,88.1,0,88.1,88.1,2,"bis_limpio_26-05_g.csv"
"1060",88.16,0.928977932999485,88.1,0.0105374084959107,89.6,87,2,"bis_limpio_26-05_g.csv"
"1061",86.64,1.30115333454593,88,0.0150179286074092,88,84.8,2,"bis_limpio_26-05_g.csv"
"1062",85.86,0.602494813255681,84.9,0.0070171769538281,86.4,84.9,2,"bis_limpio_26-05_g.csv"
"1063",84.52,0.319374388453428,84.3,0.00377868419845514,85,84.3,2,"bis_limpio_26-05_g.csv"
"1064",86.78,1.50565600320923,85,0.0173502650750084,88.5,85,2,"bis_limpio_26-05_g.csv"
"1065",91.86,1.30499042142078,93,0.0142062967713998,93,89.9,2,"bis_limpio_26-05_g.csv"
"1066",91.96,0.776530746332685,92.2,0.00844422299187348,92.8,90.7,2,"bis_limpio_26-05_g.csv"
"1067",87.68,2.09332271759516,85.7,0.0238745747900908,90.1,85.7,2,"bis_limpio_26-05_g.csv"
"1068",84.7,1.31719398723195,86.3,0.0155512867441789,86.3,83,2,"bis_limpio_26-05_g.csv"
"1069",87.6,1.9493588689618,85,0.0222529551251347,89.9,85,1,"bis_limpio_26-05_g.csv"
"1070",91.4,0.282842712474616,91.6,0.00309455921744656,91.6,91,1,"bis_limpio_26-05_g.csv"
"1071",91.72,0.216794833886788,91.6,0.00236365933151753,92.1,91.6,1,"bis_limpio_26-05_g.csv"
"1072",91.86,0.545893762558245,91.4,0.00594267104896849,92.6,91.3,1,"bis_limpio_26-05_g.csv"
"1073",92.58,0.268328157299972,92.8,0.0028983382728448,92.8,92.2,1,"bis_limpio_26-05_g.csv"
"1074",91,0.393700393700593,90.8,0.00432637795275376,91.7,90.8,1,"bis_limpio_26-05_g.csv"
"1075",90.1,1.1202678251204,90.9,0.0124336051622686,90.9,88.4,1,"bis_limpio_26-05_g.csv"
"1076",88.16,0.618869937870629,88.6,0.00701984956749807,88.6,87.3,2,"bis_limpio_26-05_g.csv"
"1077",87.5,0,87.5,0,87.5,87.5,2,"bis_limpio_26-05_g.csv"
"1078",88.68,1.15195486022674,87.5,0.0129900187215464,89.8,87.5,0,"bis_limpio_26-05_g.csv"
"1079",89.74,0.134164078649986,89.8,0.00149503096333838,89.8,89.5,0,"bis_limpio_26-05_g.csv"
"1080",90.72,1.07563934476199,89.7,0.011856694717394,92.3,89.7,0,"bis_limpio_26-05_g.csv"
"1081",92.22,0.109544511501035,92.3,0.00118786067556967,92.3,92.1,0,"bis_limpio_26-05_g.csv"
"1082",94.26,0.726636084983399,94.8,0.00770884876918522,94.8,93.1,0,"bis_limpio_26-05_g.csv"
"1083",95.54,0.527257053058564,94.8,0.00551870476301617,96.2,94.8,0,"bis_limpio_26-05_g.csv"
"1084",96.42,0.449444101084885,96.1,0.00466131612823983,97,96,0,"bis_limpio_26-05_g.csv"
"1085",97.04,0.0547722557505135,97,0.000564429675912134,97.1,97,0,"bis_limpio_26-05_g.csv"
"1086",97.22,0.0836660026534079,97.2,0.000860584269218349,97.3,97.1,0,"bis_limpio_26-05_g.csv"
"1087",97.26,0.0547722557505135,97.3,0.000563152948288232,97.3,97.2,0,"bis_limpio_26-05_g.csv"
"1088",97.28,0.0447213595499933,97.3,0.000459717923005687,97.3,97.2,0,"bis_limpio_26-05_g.csv"
"1089",97,0.122474487139158,97.1,0.0012626235787542,97.1,96.8,0,"bis_limpio_26-05_g.csv"
"1090",96.9,0.23452078799117,97.1,0.00242023517018752,97.1,96.6,0,"bis_limpio_26-05_g.csv"
"1091",96.84,0.320936130717625,97,0.00331408643863719,97.2,96.5,0,"bis_limpio_26-05_g.csv"
"1092",97.2,0,97.2,0,97.2,97.2,0,"bis_limpio_26-05_g.csv"
"1093",97.24,0.0547722557505135,97.2,0.000563268775714865,97.3,97.2,0,"bis_limpio_26-05_g.csv"
"1094",97.32,0.0447213595499996,97.3,0.000459528971948208,97.4,97.3,0,"bis_limpio_26-05_g.csv"
"1095",97.3,0,97.3,0,97.3,97.3,0,"bis_limpio_26-05_g.csv"
"1096",97.24,0.0894427190999921,97.3,0.000919814059029124,97.3,97.1,0,"bis_limpio_26-05_g.csv"
"1097",95.22,0.109544511501035,95.3,0.00115043595359205,95.3,95.1,0,"bis_limpio_30-05_d.csv"
"1098",95.3,0,95.3,0,95.3,95.3,0,"bis_limpio_30-05_d.csv"
"1099",95.64,0.0894427190999929,95.6,0.000935201998117868,95.8,95.6,0,"bis_limpio_30-05_d.csv"
"1100",95.86,0.134164078649986,95.8,0.00139958354527421,96.1,95.8,0,"bis_limpio_30-05_d.csv"
"1101",96.9,0.223606797749979,97,0.00230760369195025,97,96.5,0,"bis_limpio_30-05_d.csv"
"1102",97.02,0.0836660026534028,97,0.00086235830399302,97.1,96.9,0,"bis_limpio_30-05_d.csv"
"1103",97.24,0.114017542509917,97.2,0.00117253745896665,97.4,97.1,0,"bis_limpio_30-05_d.csv"
"1104",97.4,0,97.4,0,97.4,97.4,0,"bis_limpio_30-05_d.csv"
"1105",97.22,0.0447213595499933,97.2,0.000460001641123156,97.3,97.2,0,"bis_limpio_30-05_d.csv"
"1106",97.24,0.0547722557505135,97.2,0.000563268775714865,97.3,97.2,0,"bis_limpio_30-05_d.csv"
"1107",97.2,0,97.2,0,97.2,97.2,0,"bis_limpio_30-05_d.csv"
"1108",97.26,0.0894427190999921,97.2,0.000919624913633478,97.4,97.2,0,"bis_limpio_30-05_d.csv"
"1109",96.32,0.216794833886787,96.2,0.00225077692988774,96.6,96.1,0,"bis_limpio_30-05_g.csv"
"1110",96.02,0.148323969741914,96,0.0015447195349085,96.2,95.8,0,"bis_limpio_30-05_g.csv"
"1111",96.64,0.378153408023781,97,0.00391301125852422,97,96.2,0,"bis_limpio_30-05_g.csv"
"1112",96.36,0.461519230368574,97,0.00478953124085278,97,95.8,0,"bis_limpio_30-05_g.csv"
"1113",95.6,0.212132034355964,95.8,0.0022189543342674,95.8,95.3,0,"bis_limpio_30-05_g.csv"
"1114",95.92,0.0447213595499933,95.9,0.000466236025333541,96,95.9,0,"bis_limpio_30-05_g.csv"
"1115",95.48,0.58480766068854,95.9,0.00612492313247319,95.9,94.7,0,"bis_limpio_30-05_g.csv"
"1116",95.14,0.260768096208103,94.9,0.00274088812495379,95.5,94.9,0,"bis_limpio_30-05_g.csv"
"1117",95.64,0.250998007960221,95.8,0.00262440409828755,95.8,95.2,0,"bis_limpio_30-05_g.csv"
"1118",95.12,0.722495674727541,94.5,0.0075956231573543,95.9,94.5,0,"bis_limpio_30-05_g.csv"
"1119",95.44,0.658027355054483,95.9,0.00689467052655577,96,94.4,0,"bis_limpio_30-05_g.csv"
"1120",94.18,0.454972526643091,94.1,0.0048308826358366,94.6,93.5,1,"bis_limpio_30-05_g.csv"
"1121",81.22,7.15905021633457,89.9,0.0881439327300489,89.9,71.3,2,"bis_limpio_30-05_g.csv"
"1122",76.78,0.268328157299979,76.9,0.00349476631023676,76.9,76.3,2,"bis_limpio_30-05_g.csv"
"1123",77,1.11355287256601,76.3,0.0144617256177404,78.9,76.1,2,"bis_limpio_30-05_g.csv"
"1124",79.72,1.83357574154983,78.9,0.0230001974604845,83,78.9,2,"bis_limpio_30-05_g.csv"
"1125",89.1,3.35782667807616,85.6,0.0376860457696539,92.7,85.6,1,"bis_limpio_30-05_g.csv"
"1126",91.48,0.645755371638521,90.8,0.00705897870177657,92.2,90.8,1,"bis_limpio_30-05_g.csv"
"1127",90,1.13137084989847,90.8,0.0125707872210941,90.8,88.4,1,"bis_limpio_30-05_g.csv"
"1128",87.56,1.70528589978338,89.3,0.0194756269961555,89.3,85.3,1,"bis_limpio_30-05_g.csv"
"1129",88.58,0.626099033699944,88.3,0.00706817604086638,89.7,88.3,1,"bis_limpio_30-05_g.csv"
"1130",88.3,0,88.3,0,88.3,88.3,1,"bis_limpio_30-05_g.csv"
"1131",88.3,0,88.3,0,88.3,88.3,1,"bis_limpio_30-05_g.csv"
"1132",89.42,0.649615270756469,89.6,0.00726476482617388,90,88.3,1,"bis_limpio_30-05_g.csv"
"1133",87.24,2.30390972045347,89.6,0.0264088688726899,89.6,85,1,"bis_limpio_30-05_g.csv"
"1134",86.34,2.96782748824793,82.8,0.0343737258309929,89.5,82.8,1,"bis_limpio_30-05_g.csv"
"1135",90.6,0,90.6,0,90.6,90.6,1,"bis_limpio_30-05_g.csv"
"1136",91.12,0.558569601750758,90.6,0.00613004391737004,91.8,90.6,1,"bis_limpio_30-05_g.csv"
"1137",91.76,0.364691650576208,92.2,0.00397440770026382,92.2,91.4,1,"bis_limpio_30-05_g.csv"
"1138",91.8,0.628490254498831,92.4,0.00684629906861471,92.4,91.1,1,"bis_limpio_30-05_g.csv"
"1139",92.26,0.134164078649991,92.4,0.00145419551972677,92.4,92.1,1,"bis_limpio_30-05_g.csv"
"1140",90.84,1.15455619178973,89.6,0.0127097775406179,91.9,89.6,1,"bis_limpio_30-05_g.csv"
"1141",88.98,0.0447213595499933,89,0.000502600129804375,89,88.9,1,"bis_limpio_30-05_g.csv"
"1142",87.62,1.26372465355393,88.9,0.0144227876461303,88.9,86,1,"bis_limpio_30-05_g.csv"
"1143",86.34,1.1674759098157,87.3,0.0135218428285349,87.4,84.5,2,"bis_limpio_30-05_g.csv"
"1144",86.62,0.0447213595499996,86.6,0.000516293691410755,86.7,86.6,2,"bis_limpio_30-05_g.csv"
"1145",86.6,0,86.6,0,86.6,86.6,2,"bis_limpio_30-05_g.csv"
"1146",85.76,0.638748776906852,85.3,0.00744809674564892,86.6,85.3,2,"bis_limpio_30-05_g.csv"
"1147",95.2,0.141421356237314,95.1,0.00148551844787095,95.4,95.1,0,"bis_limpio_31-05.csv"
"1148",95.16,0.134164078649987,95.1,0.00140987892654463,95.3,95,0,"bis_limpio_31-05.csv"
"1149",95.2,0.200000000000003,95,0.00210084033613448,95.4,95,0,"bis_limpio_31-05.csv"
"1150",95.4,0,95.4,0,95.4,95.4,0,"bis_limpio_31-05.csv"
"1151",95.42,0.342052627529743,95.7,0.00358470580098243,95.7,95,0,"bis_limpio_31-05.csv"
"1152",96.2,0.223606797749979,96.3,0.00232439498700602,96.3,95.8,0,"bis_limpio_31-05.csv"
"1153",96.28,0.0836660026534079,96.3,0.000868986317546821,96.4,96.2,0,"bis_limpio_31-05.csv"
"1154",95.62,0.109544511501033,95.6,0.00114562342084326,95.8,95.5,0,"bis_limpio_31-05.csv"
"1155",95.22,0.109544511501035,95.3,0.00115043595359205,95.3,95.1,0,"bis_limpio_31-05.csv"
"1156",95.1,0,95.1,0,95.1,95.1,0,"bis_limpio_31-05.csv"
"1157",95.16,0.357770876399962,94.9,0.00375967713745231,95.6,94.9,0,"bis_limpio_31-05.csv"
"1158",94.7,0.494974746830583,94.9,0.00522676607001672,95.2,93.9,0,"bis_limpio_31-05.csv"
"1159",93.9,0,93.9,0,93.9,93.9,0,"bis_limpio_31-05.csv"
"1160",93.66,0.343511280746352,93.4,0.00366764126357412,94,93.2,0,"bis_limpio_31-05.csv"
"1161",93.1,0.212132034355964,93.3,0.00227853957417792,93.3,92.8,0,"bis_limpio_31-05.csv"
"1162",93.14,0.230217288664429,93.1,0.00247173382718949,93.4,92.8,0,"bis_limpio_31-05.csv"
"1163",93.4,0,93.4,0,93.4,93.4,0,"bis_limpio_31-05.csv"
"1164",93.4,0.141421356237306,93.4,0.00151414728305467,93.6,93.2,0,"bis_limpio_31-05.csv"
"1165",93.22,0.420713679359253,93.5,0.00451312678995123,93.5,92.5,1,"bis_limpio_31-05.csv"
"1166",91.3,0.494974746830585,91.9,0.00542141015148504,91.9,90.7,1,"bis_limpio_31-05.csv"
"1167",90.64,0.427784992724143,90.4,0.00471960495061941,91.1,90.2,1,"bis_limpio_31-05.csv"
"1168",91.12,0.0447213595499996,91.1,0.000490796307616326,91.2,91.1,1,"bis_limpio_31-05.csv"
"1169",91.32,0.0447213595499996,91.3,0.000489721414257552,91.4,91.3,1,"bis_limpio_31-05.csv"
"1170",90.14,0.876356092008267,89.3,0.00972216654102803,91.3,89.3,1,"bis_limpio_31-05.csv"
"1171",89.5,0.200000000000003,89.3,0.00223463687150841,89.7,89.3,1,"bis_limpio_31-05.csv"
"1172",88.2,1.33041346956501,87.3,0.0150840529429139,89.8,87.1,2,"bis_limpio_31-05.csv"
"1173",87.1,0,87.1,0,87.1,87.1,2,"bis_limpio_31-05.csv"
"1174",88.66,1.83929334256393,87.1,0.0207454696882916,90.7,87.1,2,"bis_limpio_31-05.csv"
"1175",91.46,0.723187389270578,92.1,0.00790714398940059,92.1,90.4,2,"bis_limpio_31-05.csv"
"1176",91.8,0.728010988928053,92.1,0.00793040292949949,92.5,90.6,2,"bis_limpio_31-05.csv"
"1177",92.82,0.30331501776206,93,0.00326777653266602,93.1,92.4,2,"bis_limpio_31-05.csv"
"1178",92.52,0.349284983931458,92.3,0.00377523761274814,93.1,92.3,2,"bis_limpio_31-05.csv"
"1179",92.16,0.313049516849972,92.3,0.00339680465332001,92.3,91.6,2,"bis_limpio_31-05.csv"
"1180",90.06,1.0899541274751,90.6,0.0121025330610159,90.9,88.2,2,"bis_limpio_31-05.csv"
"1181",89.1,0.463680924774786,89.2,0.00520405078310647,89.5,88.3,2,"bis_limpio_31-05.csv"
"1182",88.16,0.779743547584715,87.5,0.0088446409662513,89.3,87.5,2,"bis_limpio_31-05.csv"
"1183",88.24,0.602494813255686,87.6,0.00682791039501005,88.9,87.6,2,"bis_limpio_31-05.csv"
"1184",87.92,0.486826457785527,87.6,0.00553715261357515,88.7,87.6,2,"bis_limpio_31-05.csv"
"1185",88.88,0.402492235949958,88.7,0.00452849050348738,89.6,88.7,2,"bis_limpio_31-05.csv"
