"","time_date","bis","entropy","emg","attack"
"1","06/20/2022 18:51:31","96.6","12.3","47.7",0
"2","06/20/2022 18:51:32","96.6","11.8","46.8",0
"3","06/20/2022 18:51:33","96.6","11.9","45.9",0
"4","06/20/2022 18:51:34","96.6","11.9","44.3",0
"5","06/20/2022 18:51:35","96.6","12.1","44.5",0
"6","06/20/2022 18:51:36","96.6","11.9","45.2",0
"7","06/20/2022 18:51:37","96.6","12.6","46",0
"8","06/20/2022 18:51:38","96.6","11.2","45.9",0
"9","06/20/2022 18:51:39","96.6","12.4","45.5",0
"10","06/20/2022 18:51:40","96.6","12","45.7",0
"11","06/20/2022 18:51:41","96.6","12","44.8",0
"12","06/20/2022 18:51:42","96.6","12","44.2",0
"13","06/20/2022 18:51:43","96.6","12","44.4",0
"14","06/20/2022 18:51:44","96.6","12.4","44.1",0
"15","06/20/2022 18:51:45","96.6","12.7","43.7",0
"16","06/20/2022 18:51:46","96.6","11.9","43.6",0
"17","06/20/2022 18:51:47","96.8","11.7","43.6",0
"18","06/20/2022 18:51:48","96.9","12.2","43.1",0
"19","06/20/2022 18:51:49","96.5","12.2","43.5",0
"20","06/20/2022 18:51:50","96.5","12.2","43.5",0
"21","06/20/2022 18:51:51","96.5","12.6","44",0
"22","06/20/2022 18:51:52","96.5","12","44.2",0
"23","06/20/2022 18:51:53","96.5","12.2","44",0
"24","06/20/2022 18:51:54","96.5","12","43.7",0
"25","06/20/2022 18:51:55","96.5","12.9","44",0
"26","06/20/2022 18:51:56","96.5","12.4","44.3",0
"27","06/20/2022 18:51:57","96.5","12","43.8",0
"28","06/20/2022 18:51:58","96.4","12.5","44.3",0
"29","06/20/2022 18:51:59","96.4","12.5","44.6",0
"30","06/20/2022 18:52:00","96.1","12.7","44.8",0
"31","06/20/2022 18:52:01","95.7","11.8","44",0
"32","06/20/2022 18:52:02","95.7","12.4","44.3",0
"33","06/20/2022 18:52:03","95.7","12.8","44.5",0
"34","06/20/2022 18:52:04","95.7","12.7","43.6",0
"35","06/20/2022 18:52:05","95.7","12.2","43.3",0
"36","06/20/2022 18:52:06","95.7","12.6","43.3",0
"37","06/20/2022 18:52:07","95.8","12.4","42.8",0
"38","06/20/2022 18:52:08","95.8","12.3","42",0
"39","06/20/2022 18:52:09","95.9","12.5","43",0
"40","06/20/2022 18:52:10","95.8","12.8","42.5",0
"41","06/20/2022 18:52:11","95.8","12.4","42.6",0
"42","06/20/2022 18:52:12","95.8","12.6","43.6",0
"43","06/20/2022 18:52:13","95.8","12.6","43.4",0
"44","06/20/2022 18:52:14","95.8","12.3","42.8",0
"45","06/20/2022 18:52:15","95.8","12.6","43.6",0
"46","06/20/2022 18:52:16","95.8","12.5","43.7",0
"47","06/20/2022 18:52:17","95.8","12.4","43",0
"48","06/20/2022 18:52:18","95.8","13.7","43.7",0
"49","06/20/2022 18:52:19","95.8","11.6","44.6",0
"50","06/20/2022 18:52:20","95.8","12.5","44.1",0
"51","06/20/2022 18:52:21","95.8","13","44.1",0
"52","06/20/2022 18:52:22","95.5","12.6","44",0
"53","06/20/2022 18:52:23","95.3","12.3","44.5",0
"54","06/20/2022 18:52:24","95.2","12.2","44",0
"55","06/20/2022 18:52:25","95.5","12.1","44.4",0
"56","06/20/2022 18:52:26","95.5","12.8","44.8",0
"57","06/20/2022 18:52:27","95.5","13.1","44.8",0
"58","06/20/2022 18:52:28","95.5","13","44.3",0
"59","06/20/2022 18:52:29","95.5","12.2","44.2",0
"60","06/20/2022 18:52:30","95.5","12.7","43.7",0
"61","06/20/2022 18:52:31","95.6","12.6","44.4",0
"62","06/20/2022 18:52:32","95.6","13.1","44.8",0
"63","06/20/2022 18:52:33","95.8","12.3","45.1",0
"64","06/20/2022 18:52:34","95.6","12.6","44.6",0
"65","06/20/2022 18:52:35","95","12.5","44.8",0
"66","06/20/2022 18:52:36","94.7","12.8","43.2",0
"67","06/20/2022 18:52:37","91.9","12.9","43.1",0
"68","06/20/2022 18:52:38","94.1","12.3","42.9",0
"69","06/20/2022 18:52:39","94.1","12.4","43.2",0
"70","06/20/2022 18:52:40","94.1","12.8","43.2",0
"71","06/20/2022 18:52:41","94","13","44.1",0
"72","06/20/2022 18:52:42","93.5","12.7","44.4",0
"73","06/20/2022 18:52:43","93","12.4","44.8",0
"74","06/20/2022 18:52:44","92.5","13","45.4",0
"75","06/20/2022 18:52:45","92.5","13.3","45.4",0
"76","06/20/2022 18:52:46","93","12","45.1",0
"77","06/20/2022 18:52:47","93.3","12.9","44.7",0
"78","06/20/2022 18:52:48","93.3","12.6","43.9",0
"79","06/20/2022 18:52:49","93.3","12.8","42.5",0
"80","06/20/2022 18:52:50","93.7","12.5","42.3",0
"81","06/20/2022 18:52:51","93.6","13","42",0
"82","06/20/2022 18:52:52","93.7","12.8","42.3",0
"83","06/20/2022 18:52:53","93.7","12.7","42.5",0
"84","06/20/2022 18:52:54","93.4","12.4","43.4",0
"85","06/20/2022 18:52:55","93.5","12.8","43.3",0
"86","06/20/2022 18:52:56","93.5","12.6","43.4",0
"87","06/20/2022 18:52:57","93.5","13.3","42.8",0
"88","06/20/2022 18:52:58","93.6","12.8","42.8",0
"89","06/20/2022 18:52:59","93.6","12.7","42.8",0
"90","06/20/2022 18:53:00","93.4","12.4","42",0
"91","06/20/2022 18:53:01","93.2","12.8","41.8",0
"92","06/20/2022 18:53:02","92.9","12.7","41.6",0
"93","06/20/2022 18:53:03","93.9","12.9","41.9",0
"94","06/20/2022 18:53:04","93.8","12.7","41.7",0
"95","06/20/2022 18:53:05","93.8","12.6","43.1",0
"96","06/20/2022 18:53:06","93.8","12.4","43.4",0
"97","06/20/2022 18:53:07","93.8","12.9","44",0
"98","06/20/2022 18:53:08","93.7","12.8","44",0
"99","06/20/2022 18:53:09","93.2","12.7","43.9",0
"100","06/20/2022 18:53:10","93.1","12.7","44",0
"101","06/20/2022 18:53:11","93.1","13.2","43.8",0
"102","06/20/2022 18:53:12","93.6","12.4","44.3",0
"103","06/20/2022 18:53:13","94.1","13.1","44.1",0
"104","06/20/2022 18:53:14","93.9","12.6","44.8",0
"105","06/20/2022 18:53:15","93.9","13.1","45",0
"106","06/20/2022 18:53:16","94","12.8","45",0
"107","06/20/2022 18:53:17","94","12.4","44.9",0
"108","06/20/2022 18:53:18","94","13","44.7",0
"109","06/20/2022 18:53:19","94","12.5","44.1",0
"110","06/20/2022 18:53:20","94.3","13.2","43.2",0
"111","06/20/2022 18:53:21","94.3","12.2","44.1",0
"112","06/20/2022 18:53:22","94.3","12.7","44.1",0
"113","06/20/2022 18:53:23","94.3","12.5","44.9",0
"114","06/20/2022 18:53:24","94.2","12.9","45.7",0
"115","06/20/2022 18:53:25","94.2","12.7","47.1",0
"116","06/20/2022 18:53:26","94.2","12.9","47.3",0
"117","06/20/2022 18:53:27","93.7","12.5","47.8",0
"118","06/20/2022 18:53:28","93.7","12.9","47.8",0
"119","06/20/2022 18:53:29","93.7","13.5","48.5",0
"120","06/20/2022 18:53:30","93","11.8","48.1",0
"121","06/20/2022 18:53:31","93.1","11.9","49.3",0
"122","06/20/2022 18:53:32","93.1","12.7","50.4",0
"123","06/20/2022 18:53:33","93.1","13.8","51.1",0
"124","06/20/2022 18:53:34","93.1","13.4","51.5",0
"125","06/20/2022 18:53:35","92.5","13.2","51.4",0
"126","06/20/2022 18:53:36","92.5","12.3","50.2",0
"127","06/20/2022 18:53:37","92.5","12.9","50.2",0
"128","06/20/2022 18:53:38","92.6","12.6","50.1",0
"129","06/20/2022 18:53:39","92.6","12.8","48.9",0
"130","06/20/2022 18:53:40","92.5","12.4","49",0
"131","06/20/2022 18:53:41","92.5","12.4","48.6",0
"132","06/20/2022 18:53:42","92.5","12.5","46.5",0
"133","06/20/2022 18:53:43","93.5","12.8","45.3",0
"134","06/20/2022 18:53:44","93.8","12.9","44.8",0
"135","06/20/2022 18:53:45","94","13.1","44.8",0
"136","06/20/2022 18:53:46","93.6","12.7","45.1",0
"137","06/20/2022 18:53:47","93.3","13.2","44.9",0
"138","06/20/2022 18:53:48","93.3","12.9","45",0
"139","06/20/2022 18:53:49","92.5","12.5","45.4",0
"140","06/20/2022 18:53:50","93.2","12.8","45.2",0
"141","06/20/2022 18:53:51","93.6","12.4","44.2",0
"142","06/20/2022 18:53:52","93.3","13.2","44.7",0
"143","06/20/2022 18:53:53","93.3","12.7","45.2",0
"144","06/20/2022 18:53:54","93.7","13.6","46.4",0
"145","06/20/2022 18:53:55","94.1","12.4","46.9",0
"146","06/20/2022 18:53:56","94.3","12.7","48",0
"147","06/20/2022 18:53:57","94.3","13.9","49.6",0
"148","06/20/2022 18:53:58","93.8","12.9","50.2",0
"149","06/20/2022 18:53:59","93.8","13.3","49.4",0
"150","06/20/2022 18:54:00","94.3","13.5","48.5",0
"151","06/20/2022 18:54:01","94.3","12.9","48.1",0
"152","06/20/2022 18:54:02","94.3","13.4","46.8",0
"153","06/20/2022 18:54:03","94.6","12.6","46.1",0
"154","06/20/2022 18:54:04","95.2","13.5","45.5",0
"155","06/20/2022 18:54:05","95.4","12.8","45.5",0
"156","06/20/2022 18:54:06","95.4","12.1","47.4",0
"157","06/20/2022 18:54:07","95.6","13.1","47.3",0
"158","06/20/2022 18:54:08","95.6","13.9","48.2",0
"159","06/20/2022 18:54:09","95.8","12.8","48.3",0
"160","06/20/2022 18:54:10","95.6","12.3","48.2",0
"161","06/20/2022 18:54:11","95.9","12.4","45.4",0
"162","06/20/2022 18:54:12","95.5","13.4","45.6",0
"163","06/20/2022 18:54:13","95.2","12.8","44.8",0
"164","06/20/2022 18:54:14","95.5","12.9","44.3",0
"165","06/20/2022 18:54:15","95.5","13.4","43.9",0
"166","06/20/2022 18:54:16","95.4","13.1","43.9",0
"167","06/20/2022 18:54:17","95.4","12.5","44",0
"168","06/20/2022 18:54:18","95.4","13","43.8",0
"169","06/20/2022 18:54:19","95.5","12.7","44",0
"170","06/20/2022 18:54:20","95.4","12.9","44.4",0
"171","06/20/2022 18:54:21","95.4","13.1","45.1",0
"172","06/20/2022 18:54:22","95.4","13.2","45",0
"173","06/20/2022 18:54:23","95.4","12.9","44.8",0
"174","06/20/2022 18:54:24","95.4","13","44.8",0
"175","06/20/2022 18:54:25","95.4","13","44.5",0
"176","06/20/2022 18:54:26","95.4","13.3","44.4",0
"177","06/20/2022 18:54:27","95.4","12.3","43.5",0
"178","06/20/2022 18:54:28","95.4","12.4","43.5",0
"179","06/20/2022 18:54:29","95.2","13.1","46.1",0
"180","06/20/2022 18:54:30","95.2","12.8","47.3",0
"181","06/20/2022 18:54:31","95.3","10.8","47.9",0
"182","06/20/2022 18:54:32","95.3","13.1","48.7",0
"183","06/20/2022 18:54:33","95.3","12.8","49",0
"184","06/20/2022 18:54:34","95.3","12.8","46.4",0
"185","06/20/2022 18:54:35","95.3","12.8","45.1",0
"186","06/20/2022 18:54:36","95.3","13.1","43.9",0
"187","06/20/2022 18:54:37","95.3","12.9","43.7",0
"188","06/20/2022 18:54:38","95.5","13.3","43.4",0
"189","06/20/2022 18:54:39","95.4","12.5","43.3",0
"190","06/20/2022 18:54:40","95.4","13.7","43",0
"191","06/20/2022 18:54:41","95.2","12.6","42.7",0
"192","06/20/2022 18:54:42","95.4","12.8","43",0
"193","06/20/2022 18:54:43","95.2","12.6","43.3",0
"194","06/20/2022 18:54:44","95.2","12.7","43.6",0
"195","06/20/2022 18:54:45","95.2","12.9","44.1",0
"196","06/20/2022 18:54:46","95","12.5","44.8",0
"197","06/20/2022 18:54:47","95","13.2","44",0
"198","06/20/2022 18:54:48","95","13","43.5",0
"199","06/20/2022 18:54:49","95","12.9","42.8",0
"200","06/20/2022 18:54:50","95","12.8","43.3",0
"201","06/20/2022 18:54:51","95","12.5","43.5",0
"202","06/20/2022 18:54:52","95.5","12.7","44.1",0
"203","06/20/2022 18:54:53","95.6","12.7","44.2",0
"204","06/20/2022 18:54:54","95.3","12.9","44.5",0
"205","06/20/2022 18:54:55","95.6","13.4","44.1",0
"206","06/20/2022 18:54:56","95.6","12.4","44.1",0
"207","06/20/2022 18:54:57","95.6","13.4","43.6",0
"208","06/20/2022 18:54:58","95.6","12.5","43.1",0
"209","06/20/2022 18:54:59","95.6","13.5","42.9",0
"210","06/20/2022 18:55:00","95.2","12.7","42.1",0
"211","06/20/2022 18:55:01","95.2","12.9","41.4",0
"212","06/20/2022 18:55:02","95.2","12.6","41.8",0
"213","06/20/2022 18:55:03","95.1","12.9","42.1",0
"214","06/20/2022 18:55:04","94.9","12.7","42.4",0
"215","06/20/2022 18:55:05","94.6","12.8","42.3",0
"216","06/20/2022 18:55:06","94.6","13.2","41.9",0
"217","06/20/2022 18:55:07","94.4","12.8","41.3",0
"218","06/20/2022 18:55:08","94.4","12.7","40.9",0
"219","06/20/2022 18:55:09","94.2","12.9","41.1",0
"220","06/20/2022 18:55:10","94","13","41.7",0
"221","06/20/2022 18:55:11","93.6","13","42.3",0
"222","06/20/2022 18:55:12","93.8","12.8","42.6",0
"223","06/20/2022 18:55:13","94.1","12.4","42.5",0
"224","06/20/2022 18:55:14","94.1","13","42.4",0
"225","06/20/2022 18:55:15","94.3","12.9","42.6",0
"226","06/20/2022 18:55:16","94.1","12.6","42.8",0
"227","06/20/2022 18:55:17","94.1","13.5","42.5",0
"228","06/20/2022 18:55:18","94.1","13.2","42.5",0
"229","06/20/2022 18:55:19","93.8","12.5","42.1",0
"230","06/20/2022 18:55:20","93.8","13","42.4",0
"231","06/20/2022 18:55:21","93.9","12.9","42.6",0
"232","06/20/2022 18:55:22","93.9","12.7","43.2",0
"233","06/20/2022 18:55:23","93.8","13.6","43.8",0
"234","06/20/2022 18:55:24","93.9","12.7","44.7",0
"235","06/20/2022 18:55:25","94.1","12.6","45.2",0
"236","06/20/2022 18:55:26","94.1","12.6","45",0
"237","06/20/2022 18:55:27","94","13.4","44.3",0
"238","06/20/2022 18:55:28","94","12.9","44.2",0
"239","06/20/2022 18:55:29","94","13.1","43.2",0
"240","06/20/2022 18:55:30","93.5","13.1","42.4",0
"241","06/20/2022 18:55:31","93.4","13.2","42.4",0
"242","06/20/2022 18:55:32","93.2","13.1","44.2",0
"243","06/20/2022 18:55:33","93.2","12.3","44.4",0
"244","06/20/2022 18:55:34","93.2","13.3","44.6",0
"245","06/20/2022 18:55:35","93.4","13","45.1",0
"246","06/20/2022 18:55:36","93.4","12.9","44.4",0
"247","06/20/2022 18:55:37","93.4","12.7","43.6",0
"248","06/20/2022 18:55:38","93.4","13","43.7",0
"249","06/20/2022 18:55:39","91.9","12.9","43.6",0
"250","06/20/2022 18:55:40","89.8","13","43",0
"251","06/20/2022 18:55:41","89.8","12.5","43.7",0
"252","06/20/2022 18:55:42","89.8","13.4","45",0
"253","06/20/2022 18:55:43","87.3","12.7","46.4",0
"254","06/20/2022 18:55:44","85","12.7","48.3",0
"255","06/20/2022 18:55:45","85","12.5","50.1",0
"256","06/20/2022 18:55:46","87.7","12.9","51",0
"257","06/20/2022 18:55:47","87.7","12.6","50.4",0
"258","06/20/2022 18:55:48","90","13.9","49.8",0
"259","06/20/2022 18:55:49","92.2","13.5","49",0
"260","06/20/2022 18:55:50","92.2","11.9","47.4",0
"261","06/20/2022 18:55:51","92.2","12.7","46.3",0
"262","06/20/2022 18:55:52","94.1","12.8","45.7",0
"263","06/20/2022 18:55:53","93.7","13.1","45",0
"264","06/20/2022 18:55:54","93.7","12.7","43.7",0
"265","06/20/2022 18:55:55","93.7","13.2","43.4",0
"266","06/20/2022 18:55:56","93.7","12.7","43.1",0
"267","06/20/2022 18:55:57","93.7","13.1","42.5",0
"268","06/20/2022 18:55:58","93.7","13","42",0
"269","06/20/2022 18:55:59","93.7","12.8","41.8",0
"270","06/20/2022 18:56:00","93.7","13","42",0
"271","06/20/2022 18:56:01","93.7","12.9","42.2",0
"272","06/20/2022 18:56:02","93.8","12.9","42.3",0
"273","06/20/2022 18:56:03","94.1","13.1","42.6",0
"274","06/20/2022 18:56:04","94.1","13","43",0
"275","06/20/2022 18:56:05","94.1","12.4","45",0
"276","06/20/2022 18:56:06","94.1","13.3","47.9",0
"277","06/20/2022 18:56:07","94.1","13.5","50.3",0
"278","06/20/2022 18:56:08","94.1","10.7","52.2",0
"279","06/20/2022 18:56:09","94.1","12.1","53.5",0
"280","06/20/2022 18:56:10","94.1","13.7","53",0
"281","06/20/2022 18:56:11","95","12.7","50.4",0
"282","06/20/2022 18:56:12","95.3","12.6","48.2",0
"283","06/20/2022 18:56:13","96.5","13.1","46.6",0
"284","06/20/2022 18:56:14","97","13","47.3",0
"285","06/20/2022 18:56:15","97","12.8","49.3",0
"286","06/20/2022 18:56:16","97","13.2","52.4",0
"287","06/20/2022 18:56:17","97","12.9","57",0
"288","06/20/2022 18:56:18","97","14.9","60.9",0
"289","06/20/2022 18:56:19","97","12","62.6",0
"290","06/20/2022 18:56:20","97","10.5","63",0
"291","06/20/2022 18:56:21","97","10.4","62.6",0
"292","06/20/2022 18:56:22","97","12.9","60.7",0
"293","06/20/2022 18:56:23","97","13.4","58.1",0
"294","06/20/2022 18:56:24","97","12.4","55.5",0
"295","06/20/2022 18:56:25","97","12.5","52.2",0
"296","06/20/2022 18:56:26","97","13.3","49.1",0
"297","06/20/2022 18:56:27","97","12.6","46.4",0
"298","06/20/2022 18:56:28","97","13","44.1",0
"299","06/20/2022 18:56:29","97","12.8","42.8",0
"300","06/20/2022 18:56:30","97","12.6","43.3",0
"301","06/20/2022 18:56:31","97","13.1","43.8",0
"302","06/20/2022 18:56:32","97.1","12.9","43.8",0
"303","06/20/2022 18:56:33","97.1","12.4","44.3",0
"304","06/20/2022 18:56:34","97.1","12.7","44.5",0
"305","06/20/2022 18:56:35","97","12.8","43.4",0
"306","06/20/2022 18:56:36","97","12.8","42.8",0
"307","06/20/2022 18:56:37","97","12.7","42.7",0
"308","06/20/2022 18:56:38","97","12.9","42",0
"309","06/20/2022 18:56:39","97","12.6","42",0
"310","06/20/2022 18:56:40","97","12.8","41.8",0
"311","06/20/2022 18:56:41","96.5","12.8","42",0
"312","06/20/2022 18:56:42","96.2","12.5","42",0
"313","06/20/2022 18:56:43","95.8","12.7","42",0
"314","06/20/2022 18:56:44","95.4","13","41.5",0
"315","06/20/2022 18:56:45","94.5","12.6","41.7",0
"316","06/20/2022 18:56:46","94","12.7","41.6",0
"317","06/20/2022 18:56:47","93.2","12.9","41.5",0
"318","06/20/2022 18:56:48","93.4","12.8","41.8",0
"319","06/20/2022 18:56:49","92.8","13","42",0
"320","06/20/2022 18:56:50","93.1","12.9","41.8",0
"321","06/20/2022 18:56:51","93.5","12.5","41.2",0
"322","06/20/2022 18:56:52","93.6","12.7","40.6",0
