"","time_date","bis","entropy","emg","attack"
"1","05/26/2022 20:13:41","97.5","8.4","47.4",0
"2","05/26/2022 20:13:42","97.5","7.3","47.8",0
"3","05/26/2022 20:13:43","97.5","7.6","48.2",0
"4","05/26/2022 20:13:44","97.5","7.6","48",0
"5","05/26/2022 20:13:45","97.5","7.7","49.1",0
"6","05/26/2022 20:13:46","97.5","7.8","49.3",0
"7","05/26/2022 20:13:47","97.5","7.6","49.1",0
"8","05/26/2022 20:13:48","97.5","8.6","48.9",0
"9","05/26/2022 20:13:49","97.5","7.8","48.7",0
"10","05/26/2022 20:13:50","97.5","7.7","47.1",0
"11","05/26/2022 20:13:51","97.5","8","47.1",0
"12","05/26/2022 20:13:52","97.5","7.5","46.8",0
"13","05/26/2022 20:13:53","97.6","8","46.7",0
"14","05/26/2022 20:13:54","97.6","7.8","46",0
"15","05/26/2022 20:13:55","97.5","7.7","46.7",0
"16","05/26/2022 20:13:56","97.6","7.4","46.5",0
"17","05/26/2022 20:13:57","97.6","7.5","46.3",0
"18","05/26/2022 20:13:58","97.7","7.8","46.3",0
"19","05/26/2022 20:13:59","97.7","8","47",0
"20","05/26/2022 20:14:00","97.7","7.8","46.8",0
"21","05/26/2022 20:14:01","97.7","7.3","46.3",0
"22","05/26/2022 20:14:02","97.7","7.5","46.5",0
"23","05/26/2022 20:14:03","97.7","7.8","46.9",0
"24","05/26/2022 20:14:04","97.7","7.4","46.2",0
"25","05/26/2022 20:14:05","97.7","8.1","45.6",0
"26","05/26/2022 20:14:06","97.7","7.8","45.6",0
"27","05/26/2022 20:14:07","97.7","7.7","45.5",0
"28","05/26/2022 20:14:08","97.6","7.8","44.2",0
"29","05/26/2022 20:14:09","97.5","7.4","44.1",0
"30","05/26/2022 20:14:10","97.5","7.9","44.3",0
"31","05/26/2022 20:14:11","97.5","7.9","45",0
"32","05/26/2022 20:14:12","97.4","7.8","45.2",0
"33","05/26/2022 20:14:13","97.4","7.3","45.5",0
"34","05/26/2022 20:14:14","97.4","8.1","45.9",0
"35","05/26/2022 20:14:15","97.4","8","46",0
"36","05/26/2022 20:14:16","97.3","7.9","45.5",0
"37","05/26/2022 20:14:17","97.3","8.6","47",0
"38","05/26/2022 20:14:18","97.3","8.2","49.8",0
"39","05/26/2022 20:14:19","97.3","8","51.8",0
"40","05/26/2022 20:14:20","97.3","9","52.3",0
"41","05/26/2022 20:14:21","97.3","8.5","52.8",0
"42","05/26/2022 20:14:22","97.3","8.5","51.6",0
"43","05/26/2022 20:14:23","97.3","7.9","49.5",0
"44","05/26/2022 20:14:24","97.3","7.7","47.5",0
"45","05/26/2022 20:14:25","97.2","7.6","47.3",0
"46","05/26/2022 20:14:26","97.2","7.9","46.6",0
"47","05/26/2022 20:14:27","97.1","8.2","46.2",0
"48","05/26/2022 20:14:28","97.2","8","46.2",0
"49","05/26/2022 20:14:29","97.1","8.1","46.4",0
"50","05/26/2022 20:14:30","97.1","7.8","45.9",0
"51","05/26/2022 20:14:31","97.1","7.9","45.5",0
"52","05/26/2022 20:14:32","97.1","8","45.1",0
"53","05/26/2022 20:14:33","97.1","8","45.1",0
"54","05/26/2022 20:14:34","96.4","8.2","45.9",0
"55","05/26/2022 20:14:35","96.4","8","46.2",0
"56","05/26/2022 20:14:36","97.1","7.8","46.7",0
"57","05/26/2022 20:14:37","97.1","7.6","47.1",0
"58","05/26/2022 20:14:38","97.1","7.6","46.5",0
"59","05/26/2022 20:14:39","97.1","8.1","45.6",0
"60","05/26/2022 20:14:40","97.2","7.8","45.3",0
"61","05/26/2022 20:14:41","97.3","8.1","45",0
"62","05/26/2022 20:14:42","97.3","8.6","44.5",0
"63","05/26/2022 20:14:43","97.3","8","44.2",0
"64","05/26/2022 20:14:44","97.3","8.2","44.1",0
"65","05/26/2022 20:14:45","97.2","7.6","43.8",0
"66","05/26/2022 20:14:46","97.2","8.1","43.9",0
"67","05/26/2022 20:14:47","97.2","8","44.7",0
"68","05/26/2022 20:14:48","97.2","8","45.6",0
"69","05/26/2022 20:14:49","97.2","8.1","45.5",0
"70","05/26/2022 20:14:50","97.2","8.2","45.4",0
"71","05/26/2022 20:14:51","97.2","8.4","46.1",0
"72","05/26/2022 20:14:52","97.2","7.9","45.6",0
"73","05/26/2022 20:14:53","97.2","7.6","45.3",0
"74","05/26/2022 20:14:54","97.2","8.1","45.1",0
"75","05/26/2022 20:14:55","97.2","7.8","45.4",0
"76","05/26/2022 20:14:56","97.2","8","44.8",0
