"","time_date","bis","entropy","emg","attack"
"1","06/23/2022 12:48:35","97.7","10.6","53.9",0
"2","06/23/2022 12:48:36","97.7","11.8","53.9",0
"3","06/23/2022 12:48:37","97.7","10.4","52",0
"4","06/23/2022 12:48:38","97.6","11","50.3",0
"5","06/23/2022 12:48:39","97.6","11.7","48.4",0
"6","06/23/2022 12:48:40","97.5","10.9","47.3",0
"7","06/23/2022 12:48:41","97.5","11.1","46.4",0
"8","06/23/2022 12:48:42","97.4","5.5","45.7",0
"9","06/23/2022 12:48:43","97.4","11.1","45.9",0
"10","06/23/2022 12:48:44","97.3","10.7","46.4",0
"11","06/23/2022 12:48:45","97.3","10.7","46.6",0
"12","06/23/2022 12:48:46","97.2","11.2","46.9",0
"13","06/23/2022 12:48:47","97.2","11.2","47.1",0
"14","06/23/2022 12:48:48","97.1","11.3","46.5",0
"15","06/23/2022 12:48:49","97.1","11.2","46.3",0
"16","06/23/2022 12:48:50","97","11.2","46.3",0
"17","06/23/2022 12:48:51","97","10.9","46.5",0
"18","06/23/2022 12:48:52","96.8","10.9","46.8",0
"19","06/23/2022 12:48:53","96.8","11.3","47.5",0
"20","06/23/2022 12:48:54","96.8","11.1","47.6",0
"21","06/23/2022 12:48:55","96.8","11.5","47.3",0
"22","06/23/2022 12:48:56","96.5","11.3","46.3",0
"23","06/23/2022 12:48:57","96.5","11.4","46",0
"24","06/23/2022 12:48:58","96.2","11.2","46.2",0
"25","06/23/2022 12:48:59","96.2","11.3","46",0
"26","06/23/2022 12:49:00","96","11.6","45.8",0
"27","06/23/2022 12:49:01","96","11.4","45.5",0
"28","06/23/2022 12:49:02","95.8","11.7","45",0
"29","06/23/2022 12:49:03","96.2","11.8","44.3",0
"30","06/23/2022 12:49:04","95.9","11.6","43.9",0
"31","06/23/2022 12:49:05","95.9","11","44.2",0
"32","06/23/2022 12:49:06","95.7","11.4","45.1",0
"33","06/23/2022 12:49:07","95.9","11.4","45.9",0
"34","06/23/2022 12:49:08","95.6","11.2","46",0
"35","06/23/2022 12:49:09","95.8","11.8","45.9",0
"36","06/23/2022 12:49:10","95.6","11.8","45.5",0
"37","06/23/2022 12:49:11","95.6","11.5","45.1",0
"38","06/23/2022 12:49:12","95.4","11.4","44.6",0
"39","06/23/2022 12:49:13","95.4","11.7","44.6",0
"40","06/23/2022 12:49:14","95.2","11.4","44.7",0
"41","06/23/2022 12:49:15","94.7","11.5","44.7",0
"42","06/23/2022 12:49:16","94.7","11.6","44.5",0
"43","06/23/2022 12:49:17","94.7","11.5","44",0
"44","06/23/2022 12:49:18","94.1","11.8","43.6",0
"45","06/23/2022 12:49:19","93.6","11.8","43",0
"46","06/23/2022 12:49:20","94.5","11.6","42.7",0
"47","06/23/2022 12:49:21","94.2","11.8","42.6",0
"48","06/23/2022 12:49:22","93.9","11.8","43",0
"49","06/23/2022 12:49:23","93.9","11.9","43.1",0
"50","06/23/2022 12:49:24","93.9","11.9","43.9",0
"51","06/23/2022 12:49:25","93.6","12.2","44.6",0
"52","06/23/2022 12:49:26","92.8","11.7","45.2",0
"53","06/23/2022 12:49:27","92.3","11.9","45.3",0
"54","06/23/2022 12:49:28","92","11.6","45.7",0
"55","06/23/2022 12:49:29","91.1","11.8","45.6",1
"56","06/23/2022 12:49:30","90.5","11.8","45.4",1
"57","06/23/2022 12:49:31","90.7","11.6","44.7",1
"58","06/23/2022 12:49:32","91","11.8","44.2",1
"59","06/23/2022 12:49:33","90.7","11.8","43.4",1
"60","06/23/2022 12:49:34","89.9","12.2","42.7",1
"61","06/23/2022 12:49:35","89.9","12.2","42.5",1
"62","06/23/2022 12:49:36","89.9","11.9","42.6",1
"63","06/23/2022 12:49:37","90","12.1","42.4",1
"64","06/23/2022 12:49:38","91.7","12.1","41.7",1
"65","06/23/2022 12:49:39","91.2","12","42.6",1
"66","06/23/2022 12:49:40","90.7","11.8","42.8",1
"67","06/23/2022 12:49:41","90.1","11.8","44.3",1
"68","06/23/2022 12:49:42","89.1","12.4","45.1",1
"69","06/23/2022 12:49:43","88.6","11.8","45.6",1
"70","06/23/2022 12:49:44","89.1","12","44.7",1
"71","06/23/2022 12:49:45","89.9","12.4","44",1
"72","06/23/2022 12:49:46","89.9","12","42.4",1
"73","06/23/2022 12:49:47","89.5","12.2","41.5",1
"74","06/23/2022 12:49:48","89.4","12.1","41.7",1
"75","06/23/2022 12:49:49","89.7","12.3","42",1
"76","06/23/2022 12:49:50","90.2","12","42.3",1
"77","06/23/2022 12:49:51","91.1","12.3","42.2",1
"78","06/23/2022 12:49:52","91.5","12","42.1",1
"79","06/23/2022 12:49:53","91.5","12.2","41.3",1
"80","06/23/2022 12:49:54","91.3","12.3","40.7",1
"81","06/23/2022 12:49:55","91.2","12.3","40.3",1
"82","06/23/2022 12:49:56","91.1","12.3","40.1",1
"83","06/23/2022 12:49:57","90.8","12.6","39.7",1
"84","06/23/2022 12:49:58","90.5","12.3","39.8",1
"85","06/23/2022 12:49:59","90.2","12.2","39.8",1
"86","06/23/2022 12:50:00","90.1","12.2","39.8",1
"87","06/23/2022 12:50:01","90.5","12.4","39.8",1
"88","06/23/2022 12:50:02","90.7","12.3","39.5",1
"89","06/23/2022 12:50:03","90.5","12.4","39.5",1
"90","06/23/2022 12:50:04","90.2","12.7","39.6",1
"91","06/23/2022 12:50:05","90.3","12.4","39.7",1
"92","06/23/2022 12:50:06","89.8","12.6","39.8",1
"93","06/23/2022 12:50:07","89.3","12.7","40.5",1
"94","06/23/2022 12:50:08","89.2","12.4","40.9",1
"95","06/23/2022 12:50:09","89","12.4","40.7",1
"96","06/23/2022 12:50:10","89.2","12.6","41",1
"97","06/23/2022 12:50:11","89.4","12.4","40.7",1
"98","06/23/2022 12:50:12","89.5","12.5","40.1",1
"99","06/23/2022 12:50:13","89.7","12.7","39.6",1
"100","06/23/2022 12:50:14","89.7","12.6","39.6",1
"101","06/23/2022 12:50:15","89.6","12.5","39.7",1
"102","06/23/2022 12:50:16","89.3","12.8","40",1
"103","06/23/2022 12:50:17","89","12.5","40.3",1
